Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price
Honda City 1.5 S MT,Honda,Hyderabad,2012,67635,Petrol,Manual,First,1497,118,5,17,5.25
Ford EcoSport 1.5 Petrol Titanium Plus AT,Ford,Coimbatore,2018,18385,Petrol,Automatic,First,1497,121.36,5,14.8,12.41
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Kolkata,2014,35000,Diesel,Manual,First,1199,73.9,5,22.07,3.8
Mercedes-Benz New C-Class C 220 CDI Avantgarde,MercedesBenz,Mumbai,2010,49000,Diesel,Automatic,First,2143,170,5,19.27,8.95
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Hyderabad,2013,69000,Diesel,Manual,First,1498,89.84,5,22.7,7.2
Tata Indigo GLE,Tata,Hyderabad,2017,23228,Petrol,Manual,First,1396,65,5,14.4,4.5
Maruti Swift Dzire LDI,Maruti,Delhi,2014,68462,Diesel,Manual,First,1248,74,5,26.59,4.15
Maruti S-Cross Zeta DDiS 200 SH,Maruti,Coimbatore,2016,74611,Diesel,Manual,First,1248,88.5,5,25.1,7.94
Renault Duster 110PS Diesel RxZ Pack,Renault,Pune,2014,90000,Diesel,Manual,First,1461,108.45,5,19.01,7.25
Maruti Wagon R VXI,Maruti,Delhi,2016,22000,Petrol,Manual,First,998,67.1,5,18.9,3.7
Hyundai Santro Xing GL,Hyundai,Hyderabad,2010,58163,Petrol,Manual,First,1086,62,5,0,2.45
Chevrolet Beat Diesel LT,Chevrolet,Chennai,2011,109500,Diesel,Manual,Third,936,57.6,5,25.44,1.5
Mahindra XUV500 W4 1.99 mHawk,Mahindra,Delhi,2017,13363,Diesel,Manual,First,1997,140,7,16,12
Hyundai i10 Era 1.1,Hyundai,Delhi,2012,51000,Petrol,Manual,Second,1086,68.05,5,19.81,2.2
Tata New Safari DICOR 2.2 EX 4x4,Tata,Hyderabad,2007,103000,Diesel,Manual,First,2179,138,7,13.93,3.6
Hyundai i10 Sportz,Hyundai,Kolkata,2009,43002,Petrol,Manual,First,1197,78.9,5,20.36,1.92
Toyota Innova Crysta 2.8 ZX AT,Toyota,Bangalore,2016,108000,Diesel,Automatic,First,2755,171.5,7,11.36,20.5
Skoda Laura Elegance MT,Skoda,Jaipur,2010,82407,Diesel,Manual,First,1896,106,5,17.5,4.25
Hyundai Grand i10 Sportz,Hyundai,Kolkata,2013,29000,Petrol,Manual,First,1197,82,5,18.9,3.2
Toyota Etios Liva GD,Toyota,Pune,2012,225000,Diesel,Manual,Second,1364,74,5,23.59,2.6
Maruti Swift Dzire VDI,Maruti,Kolkata,2014,45000,Diesel,Manual,First,1248,74,5,23.4,3.85
Hyundai i20 Asta 1.4 CRDi (Diesel),Hyundai,Kochi,2010,93401,Diesel,Manual,First,1396,90,5,23,3.48
Ford Figo 2015-2019 1.5D Trend MT,Ford,Hyderabad,2017,95802,Diesel,Manual,Second,1498,99,5,25.83,4.55
Maruti Ertiga VDI,Maruti,Pune,2016,130000,Diesel,Manual,First,1248,88.5,7,25.47,7
Maruti Ertiga ZDI,Maruti,Ahmedabad,2013,67443,Diesel,Manual,First,1248,88.8,7,20.77,5.75
Honda City 1.5 V AT Sunroof,Honda,Kochi,2016,47681,Petrol,Automatic,First,1497,116.3,5,16.8,8.73
Maruti Alto LXi BSIII,Maruti,Hyderabad,2009,35000,Petrol,Manual,First,796,46.3,5,19.7,1.7
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Hyderabad,2016,68000,Diesel,Automatic,First,3198,197,7,10.91,29.5
Maruti Vitara Brezza ZDi Plus,Maruti,Kochi,2019,34688,Diesel,Manual,First,1248,88.5,5,24.3,10.49
Porsche Boxster S tiptronic,Porsche,Kolkata,2015,10512,Petrol,Automatic,First,2706,265,2,8.6,64
Maruti Swift ZDi,Maruti,Pune,2016,58000,Diesel,Manual,First,1248,74,5,22.9,7.55
Tata Zest Revotron 1.2 XT,Tata,Mumbai,2014,40000,Petrol,Manual,First,1193,88.7,5,17.57,3.95
Hyundai i20 1.2 Sportz Option,Hyundai,Bangalore,2010,61000,Petrol,Manual,Fourth,1197,80,5,17,3.25
Skoda Fabia 1.4 TDI Active,Skoda,Mumbai,2009,86000,Diesel,Manual,First,1422,70,5,19.4,2.75
Toyota Corolla Altis D-4D J,Toyota,Kolkata,2015,45000,Diesel,Manual,First,1364,87.2,5,21.43,7.35
Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,Ahmedabad,2017,55000,Petrol,Manual,First,1198,73.75,5,17,4.7
Hyundai Creta 1.6 VTVT S,Hyundai,Kochi,2016,36855,Petrol,Manual,Second,1591,121.3,5,15.29,8.77
Hyundai i10 Magna 1.2,Hyundai,Kochi,2013,46821,Petrol,Manual,First,1197,78.9,5,20.36,3.42
Chevrolet Beat LS,Chevrolet,Kolkata,2015,120000,Petrol,Manual,First,1199,76.8,5,18.6,2.5
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,Kolkata,2012,29000,Diesel,Automatic,First,2993,270.9,5,14.74,20
Nissan Terrano XL,Nissan,Mumbai,2014,40000,Petrol,Manual,First,1598,102.5,5,13.24,5.25
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi,Delhi,2013,60000,Diesel,Automatic,Second,1968,174.33,5,15.73,14.5
Hyundai i10 Asta AT,Hyundai,Mumbai,2011,64984,Petrol,Automatic,First,1197,78.9,5,16.95,3.45
Maruti Alto K10 VXI AGS,Maruti,Pune,2015,73204,Petrol,Automatic,First,998,67.1,5,24.07,3.3
Audi Q7 4.2 TDI Quattro Technology,Audi,Bangalore,2014,50000,Diesel,Automatic,First,4134,335.2,7,11.33,51
Maruti Vitara Brezza VDi,Maruti,Kolkata,2017,35000,Diesel,Manual,First,1248,88.5,5,24.3,6.5
Hyundai EON D Lite Plus,Hyundai,Hyderabad,2013,17729,Petrol,Manual,First,814,55.2,5,21.1,3.65
Mahindra XUV300 W8 Diesel,Mahindra,Chennai,2012,97000,Diesel,Manual,First,1497,115,5,20,7.25
Hyundai Verna CRDi 1.6 SX Option,Hyundai,Kochi,2014,89614,Diesel,Manual,First,1582,126.2,5,22,6.01
Maruti Wagon R VXI,Maruti,Kolkata,2015,14000,Petrol,Manual,First,998,67.1,5,18.9,2.8
Hyundai i20 Sportz Option,Hyundai,Chennai,2012,50000,Petrol,Manual,First,1197,80,5,17,4
Honda City i VTEC V,Honda,Delhi,2014,62505,Petrol,Manual,First,1497,117.3,5,17.4,5.95
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Chennai,2011,248000,Diesel,Manual,Second,2494,102,7,12.8,9.2
Hyundai Verna CRDi SX,Hyundai,Pune,2012,94900,Diesel,Manual,First,1493,110,5,16.8,5.35
Tata Hexa XT,Tata,Delhi,2017,55000,Diesel,Manual,First,2179,153.86,7,17.6,12
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Coimbatore,2015,53735,Diesel,Automatic,Second,2967,241.4,7,12.07,38.94
Maruti Wagon R VXI,Maruti,Coimbatore,2008,53934,Petrol,Manual,Second,998,67.1,5,18.9,2.69
BMW 5 Series 2013-2017 525d Luxury Line,BMW,Bangalore,2013,58500,Diesel,Automatic,Second,1995,218,5,17.09,27.5
Honda Amaze EX i-Vtech,Honda,Kolkata,2014,48000,Petrol,Manual,First,1198,86.7,5,18,2.75
Maruti Alto 800 2016-2019 LXI,Maruti,Mumbai,2016,24000,Petrol,Manual,First,796,47.3,5,24.7,2.8
Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2016,52001,Petrol,Manual,First,1591,121.3,5,17.01,6.45
Tata Tiago 1.2 Revotron XZ,Tata,Coimbatore,2018,9565,Petrol,Manual,First,1199,84,5,23.84,5.88
Maruti Swift LXI,Maruti,Pune,2013,32953,Petrol,Manual,First,1197,85.8,5,18.6,4.65
Hyundai EON Era,Hyundai,Jaipur,2014,18000,Petrol,Manual,First,814,55.2,5,21.1,2.5
Mercedes-Benz E-Class E 220 d,MercedesBenz,Kochi,2018,20446,Petrol,Automatic,First,1950,191.34,5,12.6,51.35
Hyundai i20 Magna 1.4 CRDi,Hyundai,Hyderabad,2016,33016,Diesel,Manual,First,1396,88.73,5,22.54,6.85
Toyota Etios VD,Toyota,Chennai,2012,48000,Diesel,Manual,First,1364,67.05,5,23.59,5.25
Toyota Corolla Altis Diesel D4DG,Toyota,Coimbatore,2014,72022,Diesel,Manual,First,1364,87.2,5,21.43,9.23
Mini Cooper 5 DOOR D,Mini,Ahmedabad,2014,34000,Diesel,Automatic,First,1496,113.98,5,20.7,22
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,2014,69000,Diesel,Manual,First,1498,88.8,5,20.14,5.19
Skoda Superb Elegance 1.8 TSI AT,Skoda,Pune,2009,108000,Petrol,Automatic,First,1798,157.75,5,13.7,4.35
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,MercedesBenz,Hyderabad,2013,34700,Diesel,Automatic,First,2148,170,5,10,24.5
Maruti Swift VDi BSIII W/ ABS,Maruti,Pune,2015,79000,Diesel,Manual,First,1248,75,5,17.8,5.75
Honda City i VTEC CVT VX,Honda,Kochi,2016,58197,Petrol,Automatic,First,1497,117.3,5,18,9.19
BMW 7 Series 2007-2012 740Li,BMW,Pune,2008,66000,Petrol,Automatic,Second,2979,321,5,8.45,10.75
Hyundai i10 Magna AT,Hyundai,Bangalore,2009,60000,Petrol,Automatic,First,1197,80,5,19.2,2.99
Maruti Swift Dzire VDI,Maruti,Kolkata,2014,57000,Diesel,Manual,First,1248,74,5,26.59,3.89
Honda City i DTec VX,Honda,Coimbatore,2018,45555,Diesel,Manual,First,1498,98.6,5,26,11.73
Maruti Omni 8 Seater BSIV,Maruti,Coimbatore,2016,55137,Petrol,Manual,First,796,35,5,14,3.11
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Skoda,Jaipur,2014,93325,Diesel,Manual,Second,1968,138.1,5,17.2,14.45
Maruti Ertiga SHVS VDI,Maruti,Ahmedabad,2018,38000,Diesel,Manual,First,1248,88.5,7,24.52,8.7
Hyundai Grand i10 CRDi Magna,Hyundai,Kochi,2016,57738,Diesel,Manual,First,1120,70,5,24,5.04
Maruti Ciaz VDi Plus SHVS,Maruti,Jaipur,2017,38282,Diesel,Manual,First,1248,88.5,5,28.09,8.5
Mercedes-Benz New C-Class C 220 CDI Avantgarde,MercedesBenz,Delhi,2014,64000,Diesel,Automatic,First,2143,170,5,19.27,15.65
Fiat Avventura MULTIJET Emotion,Fiat,Mumbai,2015,32000,Diesel,Manual,First,1248,91.72,5,20.5,5.65
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,MercedesBenz,Bangalore,2010,83000,Petrol,Automatic,First,2497,204,5,10.93,16.5
Maruti Zen Estilo LXI Green (CNG),Maruti,Ahmedabad,2011,76000,CNG,Manual,First,998,67.1,5,26.3,2
Volkswagen Vento Petrol Highline,Volkswagen,Pune,2012,67200,Petrol,Manual,First,1598,103.6,5,15.04,3.9
BMW 3 Series 320d Luxury Line,BMW,Jaipur,2013,62655,Diesel,Automatic,First,1995,184,5,18.88,14.5
BMW 5 Series 2013-2017 530d M Sport,BMW,Bangalore,2015,16900,Diesel,Automatic,First,2993,258,5,14.69,44
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Delhi,2017,8471,Petrol,Manual,First,1197,81.86,5,18.9,5
Toyota Innova Crysta 2.8 ZX AT,Toyota,Hyderabad,2016,69000,Diesel,Automatic,First,2755,171.5,7,11.36,19.75
Renault Duster 110PS Diesel RxZ AMT,Renault,Coimbatore,2017,30090,Diesel,Automatic,First,1461,108.45,5,19.6,11.44
Tata Indica Vista Aura 1.3 Quadrajet,Tata,Chennai,2011,120000,Diesel,Manual,First,1248,75,5,18,1.75
Maruti Swift VDI BSIV,Maruti,Bangalore,2013,23000,Diesel,Manual,First,1248,74,5,17.8,5.6
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,MercedesBenz,Kochi,2016,35939,Petrol,Manual,First,1796,185,5,12.3,30.42
Mahindra XUV500 W8 4WD,Mahindra,Coimbatore,2013,116694,Diesel,Manual,First,2179,140,7,15.1,9.57
Mahindra Bolero ZLX,Mahindra,Mumbai,2016,40448,Diesel,Manual,First,2523,62.1,7,15.96,3.5
Maruti Vitara Brezza ZDi,Maruti,Coimbatore,2018,64456,Diesel,Manual,First,1248,88.5,5,24.3,10.46
Fiat Avventura MULTIJET Emotion,Fiat,Pune,2014,52782,Diesel,Manual,First,1248,91.72,5,20.5,4.85
Honda Amaze S Petrol,Honda,Kochi,2016,51672,Petrol,Manual,First,1199,88.76,5,19.5,5.68
Skoda Superb Elegance 1.8 TSI AT,Skoda,Mumbai,2015,56073,Petrol,Automatic,First,1798,157.75,5,13.7,13.25
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,Bangalore,2011,65000,Diesel,Automatic,First,2993,270.9,5,14.74,16
Maruti Wagon R VXI BSIII,Maruti,Chennai,2013,79000,Petrol,Manual,First,998,67.1,5,18.9,3
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Kolkata,2007,43206,Petrol,Manual,First,1086,74,5,17,0.99
Toyota Corolla Altis VL,Toyota,Mumbai,2010,70200,Petrol,Automatic,First,1798,138.1,5,14.53,5
Maruti Swift VXi BSIV,Maruti,Delhi,2016,42000,Petrol,Manual,First,1197,85,5,16.1,4.75
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Bangalore,2014,62000,Petrol,Manual,First,1198,74,5,16.47,5.35
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Hyderabad,2017,20000,Petrol,Manual,First,1197,81.86,5,18.9,5.98
Maruti SX4 ZDI,Maruti,Chennai,2011,80000,Diesel,Manual,Third,1248,88.8,5,21.5,3.5
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Kochi,2018,50234,Petrol,Manual,First,1197,81.86,5,18.9,4.77
Maruti Baleno Delta 1.2,Maruti,Delhi,2016,50003,Petrol,Manual,First,1197,83.1,5,21.4,5.45
Tata Tigor 1.2 Revotron XTA,Tata,Ahmedabad,2018,1000,Petrol,Automatic,First,1199,84,5,20.3,6.85
Maruti Swift Dzire AMT ZDI,Maruti,Jaipur,2016,54897,Diesel,Automatic,First,1248,74,5,26.59,7.3
Tata Indica GLS BS IV,Tata,Pune,2007,108995,Petrol,Manual,First,1193,65.3,5,15.3,1.25
Maruti SX4 S Cross DDiS 320 Zeta,Maruti,Chennai,2015,73000,Diesel,Manual,First,1598,118,5,22.7,8.25
Maruti Swift VXI BSIII,Maruti,Ahmedabad,2008,65000,Petrol,Manual,First,1298,88.2,5,16.1,2.71
Hyundai Xcent 1.2 Kappa SX,Hyundai,Kolkata,2016,32000,Petrol,Manual,First,1197,82,5,19.1,3.6
Hyundai i20 1.2 Magna,Hyundai,Ahmedabad,2010,65000,Petrol,Manual,First,1197,80,5,18.5,3
Maruti Celerio VXI AT,Maruti,Hyderabad,2016,21600,Petrol,Automatic,First,998,67.04,5,23.1,4.65
Mercedes-Benz New C-Class C 220 CDI Elegance AT,MercedesBenz,Mumbai,2010,39000,Diesel,Automatic,First,2143,170,5,14.84,9.5
Maruti Swift Dzire VXi,Maruti,Mumbai,2011,58075,Petrol,Manual,First,1298,85.8,5,17.5,2.95
Volkswagen Vento Petrol Trendline,Volkswagen,Mumbai,2011,58000,Petrol,Manual,First,1598,103.6,5,15.04,3
Maruti Swift ZDi,Maruti,Hyderabad,2015,58000,Diesel,Manual,First,1248,74,5,25.2,5.95
Toyota Corolla Altis VL,Toyota,Delhi,2008,89000,Petrol,Automatic,First,1798,138.1,5,14.53,4
Honda Civic 2006-2010 1.8 V MT,Honda,Delhi,2008,72000,Petrol,Manual,First,1799,130,5,13.5,2.5
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Ford,Kolkata,2017,1800,Petrol,Automatic,First,1499,110.4,5,16.05,11.37
Fiat Linea Emotion Pack (Diesel),Fiat,Pune,2010,172050,Diesel,Manual,Second,1248,93,5,19,2.25
Hyundai i10 Era,Hyundai,Jaipur,2013,46230,Petrol,Manual,First,1086,68.05,5,19.81,3.1
Volvo XC60 D5 Inscription,Volvo,Kochi,2014,86925,Diesel,Automatic,First,2400,215,5,11.2,17.18
Hyundai i20 1.2 Asta,Hyundai,Jaipur,2018,5000,Petrol,Manual,First,1197,81.83,5,18.6,6.5
Honda City i DTEC S,Honda,Ahmedabad,2014,66000,Diesel,Manual,First,1498,98.6,5,26,5.7
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,Ahmedabad,2013,119000,Diesel,Manual,First,2494,100,8,12.99,8
Renault KWID RXT,Renault,Chennai,2016,45000,Petrol,Manual,First,799,53.3,5,25.17,2.6
Maruti A-Star Vxi,Maruti,Hyderabad,2009,66149,Petrol,Manual,First,998,66.1,5,19,2.45
Mercedes-Benz B Class B180,MercedesBenz,Kochi,2014,42070,Petrol,Automatic,First,1595,120.7,5,14.8,11.57
Maruti Wagon R LXI BS IV,Maruti,Kolkata,2012,35503,Petrol,Manual,First,998,67.1,5,18.9,2.3
Maruti Swift VDI BSIV,Maruti,Jaipur,2016,41460,Diesel,Manual,First,1248,74,5,25.2,5.9
Hyundai Verna VTVT 1.6 AT SX Option,Hyundai,Mumbai,2015,40600,Petrol,Automatic,First,1591,121.3,5,17,7.2
Hyundai Verna CRDi 1.6 AT SX Option,Hyundai,Ahmedabad,2013,87000,Diesel,Automatic,First,1582,126.2,5,22,5.9
Honda City V MT,Honda,Chennai,2014,30000,Petrol,Manual,Second,1497,116.3,5,16.8,6
Hyundai i10 Magna Optional 1.1L,Hyundai,Kolkata,2010,27089,Petrol,Manual,First,1086,66.7,5,16,1.95
Toyota Etios GD SP,Toyota,Coimbatore,2016,53702,Diesel,Manual,First,1364,67.04,5,23.59,6.55
Volvo S60 D4 Momentum,Volvo,Hyderabad,2015,51000,Diesel,Automatic,First,1969,190,5,27.03,25
Ford Figo Diesel EXI,Ford,Kolkata,2012,36542,Diesel,Manual,First,1399,68.05,5,20,2.65
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,MercedesBenz,Mumbai,2017,15000,Diesel,Automatic,First,2987,265,5,13,69.5
BMW 3 Series 320d Luxury Line,BMW,Chennai,2012,65000,Diesel,Automatic,First,1995,190,5,22.69,14
Maruti Alto 800 VXI,Maruti,Pune,2014,32000,Petrol,Manual,Second,796,47.3,5,22.74,2.1
Toyota Innova Crysta 2.4 VX MT,Toyota,Hyderabad,2017,24393,Diesel,Manual,First,2393,147.8,7,13.68,20.4
Volkswagen Polo 1.0 MPI Trendline,Volkswagen,Hyderabad,2019,1000,Petrol,Manual,First,999,75,5,18.78,5.68
Nissan Terrano XL,Nissan,Mumbai,2014,28238,Petrol,Manual,First,1598,102.5,5,13.24,5.55
Mitsubishi Pajero Sport 4X4,Mitsubishi,Mumbai,2013,59000,Diesel,Manual,First,2477,175.56,7,13.5,12.75
Honda Civic 2010-2013 1.8 S MT,Honda,Mumbai,2012,92000,Petrol,Manual,Second,1799,130.2,5,14.8,3.35
Maruti Alto 800 LXI,Maruti,Kolkata,2013,56840,Petrol,Manual,First,796,47.3,5,22.74,1.55
Volkswagen Vento Diesel Highline,Volkswagen,Coimbatore,2013,62746,Diesel,Manual,Second,1598,103.6,5,20.54,5.9
Land Rover Freelander 2 HSE,Land,Hyderabad,2012,96000,Diesel,Automatic,First,2179,187.74,5,12.35,18.98
Honda CR-V 2.0L 2WD MT,Honda,Mumbai,2014,24000,Petrol,Manual,First,1997,153.86,5,13.7,11.51
Maruti Ertiga VDI,Maruti,Mumbai,2016,54000,Diesel,Manual,First,1248,88.76,7,20.77,7.75
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Chennai,2016,90000,Diesel,Manual,First,2494,100.6,7,12.99,13.9
Tata Manza Aura Safire,Tata,Kolkata,2010,40000,Petrol,Manual,First,1368,90,5,15,1.35
Audi Q7 35 TDI Quattro Premium Plus,Audi,Mumbai,2015,65938,Diesel,Automatic,Second,2967,241.4,7,12.07,38
Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,Mumbai,2017,16100,Petrol,Automatic,First,1591,121.4,5,17.1,11.6
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,Hyderabad,2017,3600,Diesel,Automatic,First,1498,108.5,5,21.5,12.25
Honda City 1.5 S MT,Honda,Jaipur,2011,52000,Petrol,Manual,First,1497,118,5,17,3.8
Ford Figo Diesel Titanium,Ford,Mumbai,2014,54000,Diesel,Manual,First,1399,68.05,5,20,3.25
Honda Jazz 1.2 VX i VTEC,Honda,Mumbai,2016,15399,Petrol,Manual,First,1199,88.7,5,18.7,6.4
Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Bangalore,2012,75000,Petrol,Manual,Second,1198,73.9,5,16.47,3.95
Honda City i-VTEC S,Honda,Delhi,2010,76752,Petrol,Manual,First,1497,117.3,5,17.4,3.57
Honda City ZX GXi,Honda,Mumbai,2005,56000,Petrol,Manual,Second,1497,78,5,17.7,1.25
Maruti Wagon R LXI CNG,Maruti,Pune,2015,70000,CNG,Manual,First,998,58.2,5,26.2,3.65
Honda CR-V 2.4L 4WD AT AVN,Honda,Kolkata,2013,46125,Petrol,Automatic,Second,2354,187.4,5,12,12.5
BMW 5 Series 2013-2017 520d Luxury Line,BMW,Ahmedabad,2014,35000,Diesel,Automatic,Second,1995,190,5,18.12,23
Ambassador Classic Nova Diesel,Ambassador,Chennai,2003,80000,Diesel,Manual,Third,1489,35.5,5,12.8,1.35
Mahindra Scorpio VLX 2.2 mHawk BSIII,Mahindra,Coimbatore,2012,62729,Diesel,Manual,First,2179,120,8,12.05,6.32
Volkswagen Vento Diesel Comfortline,Volkswagen,Kolkata,2012,34000,Diesel,Manual,First,1598,103.6,5,20.54,3.4
Maruti Zen VX,Maruti,Jaipur,1999,70000,Petrol,Manual,Second,993,60,5,17.3,0.77
Maruti 800 DX BSII,Maruti,Jaipur,2009,32000,Petrol,Manual,First,796,37,4,16.1,0.9
Toyota Corolla Altis 1.8 VL CVT,Toyota,Delhi,2017,21000,Petrol,Automatic,First,1798,138.03,5,14.28,18
BMW 3 Series 328i Sport Line,BMW,Pune,2013,49000,Petrol,Automatic,First,1997,245,5,14.59,19
Ford Ikon 1.3 Flair,Ford,Chennai,2007,40000,Petrol,Manual,Third,1299,70,5,13.8,1.1
Chevrolet Beat LT,Chevrolet,Pune,2012,78000,Petrol,Manual,Second,1199,79.4,5,18.6,2
Toyota Corolla Altis 1.4 DG,Toyota,Ahmedabad,2012,52000,Diesel,Manual,First,1364,86.79,5,21.43,6.5
Mahindra XUV500 W4,Mahindra,Bangalore,2014,65213,Diesel,Manual,First,2179,140,7,16,9.45
Hyundai Xcent 1.1 CRDi Base,Hyundai,Mumbai,2016,170000,Diesel,Manual,First,1120,71,5,24.4,4
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,MercedesBenz,Kochi,2017,36884,Diesel,Automatic,First,2143,204,5,13,32.25
Hyundai i10 Sportz,Hyundai,Pune,2009,62500,Petrol,Manual,First,1197,78.9,5,20.36,2.1
Toyota Corolla Altis VL AT,Toyota,Mumbai,2015,68000,Petrol,Automatic,Second,1798,138.03,5,14.28,9.75
Toyota Corolla 1.8 J,Toyota,Kolkata,2014,40748,Petrol,Manual,First,1798,138,5,14.53,6.3
Audi Q3 2.0 TDI Quattro,Audi,Hyderabad,2013,60000,Diesel,Automatic,First,1968,184,5,17.32,21
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Mumbai,2014,12400,Diesel,Manual,First,1396,88.8,5,21.9,4.65
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Mumbai,2013,87000,Diesel,Automatic,Second,2143,167.62,5,19.27,17
Maruti Ritz VDi,Maruti,Pune,2013,20248,Diesel,Manual,First,1248,73.9,5,21.1,4.35
Hyundai Creta 1.6 SX Plus Diesel,Hyundai,Coimbatore,2017,52383,Diesel,Manual,First,1582,126.2,5,19.67,14.82
Jaguar XE 2.0L Diesel Prestige,Jaguar,Delhi,2018,1000,Diesel,Automatic,First,1999,177,5,13.6,40
Mahindra Xylo D4,Mahindra,Chennai,2016,85000,Diesel,Manual,First,2489,93.7,7,14.95,6.15
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Ahmedabad,2014,47000,Diesel,Manual,First,2494,100.6,7,12.99,11.25
Toyota Camry 2.5 Hybrid,Toyota,Pune,2018,17585,Petrol,Automatic,First,2494,157.7,5,19.16,32
Audi Q5 3.0 TDI Quattro,Audi,Coimbatore,2018,32496,Diesel,Automatic,First,2967,241.4,5,13.22,45.62
Maruti Swift VDI,Maruti,Kochi,2017,34613,Diesel,Manual,First,1248,74,5,28.4,6.24
Maruti Ertiga VDI Limited Edition,Maruti,Chennai,2015,153000,Diesel,Manual,First,1248,88.76,7,20.77,4.8
Maruti Swift VXi BSIV,Maruti,Chennai,2014,54000,Petrol,Manual,Second,1197,85,5,16.1,4.5
Hyundai i10 Sportz,Hyundai,Kochi,2015,16900,Petrol,Manual,First,1197,78.9,5,20.36,3.87
Hyundai i10 Sportz,Hyundai,Delhi,2013,62334,Petrol,Manual,First,1197,78.9,5,20.36,2.75
Maruti Baleno Sigma 1.2,Maruti,Kochi,2018,23714,Petrol,Manual,First,1197,83.1,5,21.4,6.57
Hyundai Accent Executive,Hyundai,Jaipur,2010,52325,Petrol,Manual,First,1495,93.7,5,16.36,2
Honda Brio S MT,Honda,Ahmedabad,2012,50000,Petrol,Manual,First,1198,86.8,5,19.4,3.65
Maruti Swift ZDi,Maruti,Hyderabad,2016,55746,Diesel,Manual,First,1248,74,5,22.9,6.95
Hyundai Xcent 1.2 VTVT S,Hyundai,Bangalore,2014,54000,Petrol,Manual,First,1197,81.86,5,20.14,5.5
Mahindra XUV500 W8 2WD,Mahindra,Kolkata,2013,43000,Diesel,Manual,First,2179,140,7,16,7
Mercedes-Benz E-Class E250 CDI Avantgrade,MercedesBenz,Delhi,2014,40000,Diesel,Automatic,First,2143,201.1,5,13,24
Land Rover Freelander 2 TD4 S,Land,Bangalore,2010,125000,Diesel,Automatic,Second,2179,115,5,0,11
Mercedes-Benz New C-Class C 220 CDI Avantgarde,MercedesBenz,Bangalore,2016,51944,Diesel,Automatic,First,2143,170,5,19.27,32.5
Hyundai i20 Asta 1.4 CRDi,Hyundai,Kochi,2015,46950,Diesel,Manual,First,1396,88.76,5,21.27,6.45
Skoda Octavia Elegance 2.0 TDI AT,Skoda,Mumbai,2015,23000,Diesel,Automatic,First,1968,141,5,19.3,15.75
Honda City 1.5 S MT,Honda,Mumbai,2014,54546,Petrol,Manual,First,1497,118,5,17,5.5
Toyota Fortuner 4x2 AT,Toyota,Kochi,2015,51535,Diesel,Automatic,First,2982,168.5,7,12.55,19.03
Audi Q3 2.0 TDI Quattro,Audi,Kolkata,2013,45000,Diesel,Automatic,First,1968,184,5,17.32,15.25
Maruti Alto K10 2010-2014 VXI,Maruti,Hyderabad,2012,46004,Petrol,Manual,First,998,67.1,5,20.92,2.4
Tata Indigo eCS LX BSIV,Tata,Chennai,2011,124000,Diesel,Manual,First,1396,69,5,23.03,2.3
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Kochi,2014,77395,Diesel,Automatic,First,1968,174.33,5,17.11,14.35
Maruti Alto 800 2016-2019 CNG LXI,Maruti,Mumbai,2018,10600,CNG,Manual,First,796,40.3,4,33.44,3.5
Honda City i-VTEC CVT VX,Honda,Kochi,2018,22974,Petrol,Automatic,First,1497,117.3,5,18,11.97
Hyundai Santro GLS I - Euro II,Hyundai,Jaipur,2009,89000,Petrol,Manual,Second,999,74,5,0,1.6
