,km_Driven,Fuel_Type,Owner_Type,Engine CC,Power(bhp),Seats,Mileage Km/L,Price,No of Years,Transmission_Manual
1895,41.367,1,0,2148,170.0,5,15.8,18.49,10,0
1896,15.982,3,0,1373,91.1,5,20.73,9.96,4,1
1897,99.595,1,2,1248,74.0,5,22.9,4.75,9,1
1898,63.0,1,3,2446,75.0,10,13.1,3.65,20,1
1899,49.0,1,2,2495,218.0,5,16.73,15.5,10,0
1900,48.272,1,0,2835,116.9,6,10.5,11.82,9,1
1901,63.0,3,0,1794,125.0,5,13.4,2.05,14,1
1902,77.0,0,0,998,58.16,5,26.6,3.3,6,1
1903,11.734,3,0,796,34.2,8,16.8,2.25,9,1
1904,62.012,1,0,1968,174.33,5,17.68,20.12,8,0
1905,46.0,0,0,1197,81.86,5,25.0,4.95,5,1
1906,45.449,1,0,1498,98.6,5,27.3,7.48,6,1
1907,85.0,3,2,1796,157.7,5,10.5,5.5,18,0
1908,45.33,1,0,1968,147.51,5,16.55,13.19,9,0
1909,88.0,3,0,1197,85.8,5,19.1,3.85,10,1
1910,45.376,1,0,1248,73.75,5,28.4,5.75,6,1
1911,81.0,1,0,2179,140.0,7,15.1,9.0,8,1
1912,83.381,3,0,1199,79.4,5,18.6,2.21,10,1
1913,78.526,1,0,1498,98.96,5,23.0,8.09,5,1
1914,27.313,1,0,2993,258.0,5,14.69,48.63,5,0
1915,42.747,1,2,1968,174.3,5,14.16,39.47,7,0
1916,42.265,1,2,1995,190.0,5,20.68,22.24,7,0
1917,21.0,3,0,1197,80.0,5,19.2,2.6,13,0
1918,55.1,1,0,1582,126.2,5,17.01,12.0,6,0
1919,70.0,1,0,1968,174.33,5,17.11,18.0,8,0
1921,58.235,3,0,1197,78.9,5,20.36,2.45,10,1
1922,26.0,1,0,1498,98.96,5,23.0,8.99,5,1
1923,35.0,1,0,1598,103.6,5,20.54,3.15,11,1
1924,24.0,1,0,1248,73.75,5,28.4,8.2,5,1
1925,98.0,1,0,1997,120.0,7,15.4,11.5,6,1
1926,44.487,1,0,1396,88.73,5,22.54,7.3,6,1
1927,65.0,3,0,796,46.3,5,19.7,1.59,14,1
1928,34.951,3,2,1197,78.9,5,20.36,3.15,7,1
1929,52.373,1,2,2179,120.0,7,15.4,8.5,7,1
1930,66.285,1,0,1199,75.0,5,19.5,3.0,12,1
1931,66.0,1,0,2993,258.0,5,15.3,21.0,10,0
1932,43.0,1,0,1498,98.6,5,27.3,7.75,6,1
1933,45.2,1,0,2148,170.0,5,10.0,23.0,9,0
1934,41.0,1,0,2179,140.0,7,16.0,13.75,6,0
1935,39.43,3,0,1497,117.3,5,18.0,8.29,5,0
1936,83.274,1,0,1248,74.0,5,22.9,5.79,8,1
1937,32.324,1,0,2143,170.0,5,14.84,30.5,5,0
1938,49.999,3,0,1497,118.0,5,17.0,3.8,11,1
1939,66.0,1,0,2956,83.8,7,15.3,4.45,8,1
1940,54.0,3,0,1197,82.85,5,18.5,3.3,10,1
1941,80.0,1,2,1248,91.2,5,20.4,1.75,13,1
1942,72.0,3,2,1799,130.0,5,12.9,5.5,11,0
1943,44.865,1,0,1582,126.2,5,19.67,13.35,5,1
1944,22.0,1,2,1968,143.0,5,20.38,22.5,5,0
1945,57.478,3,2,1591,121.3,5,17.0,5.25,9,1
1946,75.0,1,0,1396,90.0,5,21.9,3.75,11,1
1947,50.624,1,0,1498,98.6,7,24.2,6.32,7,1
1948,75.0,1,0,1582,126.32,5,22.32,7.75,4,0
1949,87.0,3,2,1596,101.0,5,15.3,1.37,16,1
1950,62.0,3,0,1197,78.9,5,20.36,2.1,12,1
1951,41.372,1,0,1248,88.5,5,24.3,9.3,6,1
1952,70.0,1,0,2494,100.6,7,12.99,12.0,7,1
1953,35.0,1,0,2143,136.0,5,17.9,23.5,5,0
1954,71.993,3,0,796,46.3,5,19.7,1.8,16,1
1955,62.0,1,2,2143,170.0,5,14.84,12.5,9,0
1956,51.0,1,0,1248,74.0,5,22.9,4.74,7,1
1957,26.038,3,0,1197,82.0,5,18.9,5.43,6,1
1958,37.713,1,2,2982,168.5,7,12.55,31.62,4,0
1959,78.088,3,0,1998,132.0,8,12.4,6.3,11,1
1960,30.453,1,0,1498,98.59,5,22.77,8.45,5,1
1961,54.0,3,0,1196,86.8,5,18.16,5.0,6,1
1962,190.0,1,0,2982,171.0,7,11.5,13.0,11,1
1963,65.097,3,0,1197,85.8,5,19.1,4.7,10,1
1965,282.0,3,0,1798,160.0,5,13.14,3.3,10,1
1966,111.0,3,2,1061,67.0,5,18.9,1.51,13,1
1967,63.295,1,0,1461,108.45,5,19.01,6.09,9,1
1968,35.77,3,0,1373,91.1,5,20.73,5.95,7,1
1969,125.928,1,0,1582,126.24,5,22.7,9.0,10,1
1970,45.0,1,0,1498,103.52,5,21.66,4.25,7,0
1971,21.0,1,0,2143,170.0,5,14.84,23.5,9,0
1972,54.774,3,0,2354,177.6,5,11.7,6.35,11,0
1973,41.123,3,0,998,67.04,5,23.1,3.4,8,1
1975,48.0,1,0,1995,190.0,5,22.69,21.6,8,0
1976,173.0,1,0,1598,103.6,5,20.54,4.0,11,1
1977,12.0,1,0,1248,74.0,5,23.4,5.5,4,1
1978,34.0,1,0,2179,147.51,5,12.39,19.25,10,0
1979,71.36,1,0,1396,90.0,5,21.9,3.95,10,1
1980,74.0,1,2,1248,73.75,5,28.4,4.25,10,1
1981,28.937,1,0,1956,170.0,5,17.1,17.02,4,1
1982,82.085,1,0,1248,88.76,7,20.77,6.5,10,1
1983,68.465,3,0,1196,70.0,5,15.6,2.95,11,1
1984,63.854,1,0,1364,86.79,5,21.43,7.12,9,1
1985,3.0,1,0,1248,88.5,5,24.3,11.25,4,0
1986,65.055,3,0,1497,118.0,5,17.0,2.75,13,1
1987,120.0,1,0,2179,120.0,7,15.4,12.0,7,1
1988,64.241,3,0,1197,81.86,5,20.14,3.67,8,1
1989,121.0,1,0,2148,74.0,5,15.0,5.0,21,1
1990,2.2,3,0,1390,75.0,5,15.7,2.3,14,1
1991,88.123,1,0,1896,66.0,5,18.7,2.2,14,1
1992,79.0,1,0,2987,224.0,7,12.0,41.0,8,0
1993,28.143,1,0,1995,190.0,5,20.68,28.5,6,0
1994,23.001,3,0,1598,103.2,5,15.04,5.49,7,1
1995,82.002,1,2,1968,147.51,5,16.55,17.5,9,0
1996,75.0,1,0,1399,68.0,5,13.8,1.99,13,1
1997,37.451,1,0,1582,126.3,5,22.32,6.64,6,1
1998,67.0,1,0,2393,147.8,7,13.68,16.5,5,1
1999,25.0,3,0,1197,82.0,5,18.9,5.0,6,1
2000,12.0,3,0,1198,73.75,5,17.0,5.4,5,1
2001,25.0,3,0,799,53.3,5,25.17,2.99,5,1
2002,95.936,3,0,1497,118.0,5,17.0,4.1,11,1
2003,5.354,3,0,1197,81.86,5,18.9,6.76,4,0
2004,42.0,3,2,999,75.0,5,18.78,5.5,6,1
2005,44.282,1,0,1248,74.0,5,25.2,5.99,8,1
2006,70.0,1,0,1461,84.8,5,21.64,2.59,10,1
2007,31.4,1,0,2179,187.7,5,16.36,26.75,9,0
2008,50.0,1,0,1248,88.5,5,28.09,8.5,6,1
2009,53.0,1,0,1968,167.6,5,12.8,23.0,11,0
2010,21.727,3,0,1196,70.02,5,15.6,3.35,8,1
2011,43.0,1,2,2199,194.3,7,11.72,10.75,10,0
2012,75.0,1,0,2179,120.0,8,12.05,6.29,9,1
2013,73.557,1,0,1461,108.45,5,19.6,7.75,8,1
2014,44.555,1,0,1968,140.8,5,15.2,13.5,10,0
2015,54.885,3,0,1196,73.0,7,15.1,3.75,9,1
2016,76.0,1,2,2498,112.0,7,14.0,3.75,11,1
2017,101.0,3,2,998,67.1,5,18.9,1.5,16,1
2018,66.0,3,0,1061,64.0,5,14.0,1.45,17,1
2019,84.36,3,0,1586,103.3,5,15.5,4.12,9,1
2020,25.121,1,0,2393,147.8,7,13.68,17.11,6,1
2021,100.0,1,2,2494,100.6,7,12.99,10.25,7,1
2022,66.035,1,0,1199,73.9,5,22.07,2.49,11,1
2023,190.0,3,2,1496,88.73,5,16.78,3.85,7,1
2024,85.67,1,0,1498,89.84,5,22.7,6.25,8,1
2025,35.0,1,0,1120,70.0,5,24.0,4.88,7,1
2026,8.0,3,0,1497,117.3,5,18.0,9.45,6,0
2027,162.0,1,2,2494,102.0,8,12.8,4.8,15,1
2028,60.0,3,0,814,55.2,5,21.1,1.99,10,1
2029,70.6,3,0,1197,78.9,5,20.36,2.8,12,1
2030,25.0,3,2,1796,185.0,5,12.3,22.0,11,0
2031,75.0,1,0,2523,62.1,7,15.96,4.3,10,1
2032,85.071,1,0,1968,138.1,5,20.0,9.75,8,0
2033,40.0,3,0,1197,81.8,5,20.4,5.9,7,1
2034,67.0,1,0,1968,147.51,5,16.55,14.5,9,0
2035,55.0,1,2,1399,68.0,5,17.8,2.4,13,1
2036,62.0,3,2,1586,104.68,5,15.0,2.11,14,1
2037,22.526,3,0,1197,82.0,5,18.9,7.6,5,0
2038,57.788,3,0,1197,85.8,5,17.16,3.6,10,0
2039,72.0,1,0,2179,120.0,8,10.5,6.0,9,1
2040,83.128,1,0,2179,120.0,7,15.4,7.45,8,1
2041,75.0,3,0,796,46.3,5,19.7,2.1,11,1
2042,58.0,1,2,1461,108.45,5,19.01,5.2,9,1
2044,1.0,3,0,1197,81.8,5,20.89,6.36,5,1
2045,59.751,1,0,2494,100.6,7,12.99,11.62,7,1
2046,29.966,1,2,2993,261.49,5,16.77,43.6,7,0
2047,65.0,1,2,1991,142.0,5,13.6,4.9,13,1
2048,75.863,1,0,1461,108.45,5,19.01,6.7,7,1
2050,24.0,1,0,1968,174.33,5,17.11,25.0,8,0
2051,33.218,1,0,1956,170.0,5,17.1,19.05,4,1
2052,33.425,3,0,1396,105.5,5,17.43,4.5,7,1
2053,47.0,3,0,1198,86.7,5,18.0,4.15,9,1
2054,41.0,1,0,1582,126.2,5,19.67,11.9,7,1
2055,62.0,3,0,1086,68.05,5,19.81,2.1,11,1
2056,47.035,1,0,1493,100.0,7,18.49,6.95,6,1
2057,56.23,3,2,1298,85.8,5,17.5,2.4,14,1
2058,55.0,3,0,1495,94.0,5,13.2,2.65,15,1
2059,70.669,1,0,2179,140.0,7,15.1,9.0,8,1
2060,69.0,3,0,998,67.1,5,20.92,2.1,10,1
2061,65.0,3,2,1199,79.4,5,18.6,2.5,11,1
2062,30.0,1,0,2698,179.5,5,12.4,8.95,13,0
2063,2.0,1,0,1496,113.98,5,20.7,34.0,5,0
2064,40.0,3,0,1193,88.7,5,17.57,4.0,7,1
2065,40.0,1,0,1498,98.6,5,26.0,4.45,8,1
2066,26.0,3,0,1199,79.4,5,18.6,1.5,12,1
2067,105.0,1,2,1968,140.0,5,16.55,14.5,11,0
2068,2.8,1,0,1498,99.0,5,26.1,8.41,7,1
2069,71.0,1,2,1582,126.32,5,19.08,5.45,8,0
2070,32.896,3,0,1497,117.3,5,18.0,8.9,7,0
2071,45.0,3,0,1197,78.9,5,20.36,3.65,10,1
2072,65.0,1,2,1995,190.0,5,18.56,29.0,7,0
2073,45.2,1,0,1968,147.51,5,16.55,13.5,9,0
2074,82.167,3,0,2354,152.0,5,10.1,5.4,14,0
2075,37.429,3,0,1197,81.86,5,18.9,5.89,6,1
2076,46.0,1,0,1248,88.5,5,28.09,8.45,6,1
2077,67.031,3,0,1497,117.3,5,17.4,4.0,11,1
2079,47.691,3,0,998,67.04,5,23.1,3.94,6,0
2080,32.531,1,2,1995,148.0,5,13.73,8.0,11,0
2081,71.336,1,0,1399,68.0,5,20.0,4.1,9,1
2082,196.0,1,0,2494,102.0,7,12.8,6.25,16,1
2083,28.193,1,0,1248,73.75,5,28.4,5.25,7,1
2085,85.0,1,0,1950,194.0,5,16.1,21.0,9,0
2086,20.78,3,0,1197,81.86,5,18.9,4.3,7,1
2087,43.081,3,0,1497,117.3,7,17.3,5.25,8,1
2089,36.0,1,0,1493,100.0,7,17.21,3.9,9,1
2090,67.0,3,3,1794,125.0,5,13.4,2.2,15,1
2091,34.079,1,0,1198,77.0,6,25.32,3.7,6,1
2092,77.849,3,2,2497,215.0,5,10.9,11.27,12,0
2093,86.0,3,0,796,47.3,5,22.74,2.41,9,1
2094,110.0,1,0,1968,174.33,5,15.73,19.0,7,0
2095,116.0,1,2,1364,67.05,5,23.59,5.8,7,1
2096,41.84,1,0,2179,140.0,7,15.1,13.52,6,1
2097,19.317,1,0,2982,168.7,7,13.0,24.5,7,1
2098,41.0,0,0,1193,55.23,5,24.6,3.25,8,1
2099,25.601,1,0,2143,201.15,5,17.9,56.73,5,0
2100,83.95,1,0,1582,126.2,5,19.67,9.95,7,1
2101,60.0,3,0,1497,118.0,5,16.8,5.5,10,0
2102,50.0,1,0,1968,174.33,5,17.11,25.0,7,0
2103,37.0,3,0,993,60.0,5,17.3,1.0,13,1
2104,76.976,3,2,796,46.3,5,19.7,2.15,11,1
2105,21.684,3,0,1197,83.1,5,21.4,7.89,4,0
2106,62.0,1,0,2179,140.0,7,16.0,10.25,7,1
2107,1.261,3,0,1194,94.68,5,19.0,6.0,15,1
2108,59.45,3,0,1197,81.86,5,18.6,7.53,5,1
2109,24.465,1,0,2143,167.62,5,19.27,39.45,4,0
2110,55.0,3,0,1497,117.3,5,17.8,5.84,8,1
2111,2.0,3,0,1499,110.4,5,18.88,8.65,5,1
2112,25.04,3,0,1197,83.1,5,21.4,7.74,5,1
2113,84.0,3,0,1197,78.9,5,20.36,2.5,14,1
2114,170.428,1,2,2494,102.0,8,12.8,5.7,15,1
2115,12.573,3,0,1197,83.1,5,21.4,5.8,6,1
2116,88.0,1,0,2967,241.4,7,12.07,36.5,10,0
2117,86.0,1,2,2199,194.3,7,13.01,9.5,10,0
2119,45.0,3,0,1497,118.0,5,17.0,4.55,9,1
2120,51.0,1,0,1396,90.0,5,21.9,3.9,10,1
2121,92.0,1,0,2523,63.0,7,13.6,2.7,15,1
2122,29.0,1,0,2755,174.5,7,12.9,31.0,5,0
2123,70.521,3,2,2497,215.0,5,10.9,10.3,13,0
2124,51.0,1,0,1995,181.0,5,16.07,7.75,12,0
2125,52.618,3,0,998,67.1,5,18.9,3.2,10,1
2126,68.0,1,0,1248,88.5,7,25.47,4.85,9,1
2127,29.022,1,2,1999,177.0,5,15.68,34.08,6,0
2128,80.0,1,0,1248,88.5,7,24.52,8.1,5,1
2129,78.0,1,2,1396,69.01,5,25.0,2.35,6,1
2130,100.0,3,0,998,67.1,5,20.92,1.8,10,1
2131,31.412,3,0,814,55.2,5,21.1,3.42,7,1
2132,78.0,1,2,2953,153.86,7,11.4,5.34,12,0
2133,14.0,1,0,2198,158.0,7,12.62,31.99,4,0
2134,80.0,1,0,1598,103.6,5,20.54,4.75,11,1
2135,46.738,3,0,1373,91.1,5,19.12,6.1,8,0
2136,54.884,3,2,814,55.2,5,21.1,3.69,9,1
2137,74.5,1,2,1968,174.3,5,14.16,15.0,10,0
2138,67.472,1,0,2179,140.0,7,16.0,14.5,6,1
2139,84.0,1,0,1248,74.0,5,28.4,5.65,9,1
2140,77.4,1,0,1248,73.9,5,21.1,2.5,11,1
2141,14.47,1,0,2143,201.15,5,19.71,38.5,5,0
2142,52.108,1,0,1461,108.45,5,19.01,5.49,8,1
2143,40.0,3,0,1197,85.8,5,19.1,3.55,9,1
2144,105.044,1,0,2494,100.6,7,12.99,10.75,8,1
2145,24.347,3,0,1591,121.3,5,15.8,11.0,6,1
2146,58.0,1,0,1248,88.73,5,21.79,4.5,8,1
2147,49.663,1,0,2179,140.0,7,15.1,8.42,8,1
2148,17.0,3,0,1497,117.3,5,18.0,11.6,5,0
2149,13.418,1,0,2179,187.7,5,16.36,33.63,6,0
2150,117.08,1,3,1399,68.0,5,17.8,2.25,14,1
2151,74.0,3,0,2497,150.0,5,10.8,12.95,12,0
2152,86.514,1,0,1248,74.0,5,17.8,4.25,12,1
2153,66.882,1,0,1968,174.33,5,17.68,25.02,8,0
2154,41.46,3,0,1198,86.8,5,18.5,3.95,8,1
2155,57.0,3,0,1497,118.0,5,16.8,4.4,11,0
2156,34.01,3,3,1198,73.9,5,16.47,4.95,7,1
2157,96.813,1,2,2179,120.0,8,12.05,5.5,12,1
2158,84.0,3,0,1497,116.3,5,16.8,3.25,11,1
2159,50.004,3,0,1598,103.5,5,15.0,4.02,9,1
2160,67.995,1,0,2179,140.0,7,16.0,11.73,6,1
2161,55.0,1,0,1896,105.0,5,15.0,9.5,10,1
2162,14.9,3,0,1197,83.1,5,21.4,8.6,5,0
2163,70.961,1,0,1498,98.6,5,25.8,4.0,9,1
2164,40.194,3,0,1598,103.2,5,15.04,5.55,7,1
2165,96.0,3,0,796,47.3,5,22.74,2.5,7,1
2166,35.0,1,0,2993,255.0,7,18.0,41.6,5,0
2167,50.0,3,0,1497,117.3,5,18.0,7.41,7,0
2168,50.0,1,0,1461,108.5,5,19.01,6.5,8,1
2169,26.299,3,0,796,46.3,5,19.7,1.2,14,1
2170,150.386,1,0,2755,174.5,7,14.24,23.0,7,1
2171,60.0,1,0,1396,90.0,5,21.9,2.74,10,1
2172,65.0,1,0,1399,68.0,5,20.0,3.9,9,1
2173,80.0,1,0,1248,88.5,5,24.3,8.0,5,1
2174,92.0,1,3,1582,126.32,5,22.32,4.0,10,1
2175,13.0,3,0,1999,152.88,5,12.95,17.75,6,0
2176,73.278,1,0,1248,73.9,5,21.1,5.05,9,1
2177,38.0,3,0,1984,132.0,5,10.8,12.0,11,0
2178,46.936,1,0,2143,204.0,5,13.0,29.6,6,0
2179,55.0,1,0,1461,83.8,5,19.87,6.5,7,1
2180,19.0,3,0,1198,86.7,5,15.5,4.75,8,0
2181,42.259,1,0,1984,181.0,5,9.0,24.36,6,0
2182,14.0,3,2,1197,85.8,5,17.5,3.2,11,1
2183,16.956,3,0,998,67.04,5,22.5,3.6,6,1
2184,15.473,3,0,796,34.2,5,16.8,3.58,5,1
2185,75.0,1,0,1248,88.8,5,21.5,2.5,11,1
2186,96.0,1,2,1498,90.0,5,23.5,3.5,9,1
2187,25.0,3,0,2494,158.2,5,19.16,25.0,7,0
2188,38.0,3,2,998,67.04,5,22.5,1.75,12,1
2189,54.0,1,0,2987,198.5,5,11.0,10.0,17,0
2190,4.131,3,0,1197,83.1,5,21.4,7.75,4,0
2191,31.7,3,0,1199,88.7,5,18.7,6.45,6,1
2192,66.988,1,0,2179,120.0,7,15.4,10.0,5,0
2193,54.23,3,0,1198,74.0,5,16.47,4.5,8,1
2194,35.0,3,0,1197,80.0,5,17.0,3.4,7,1
2195,62.714,3,0,2362,164.7,5,12.1,4.5,12,0
2196,45.295,3,0,998,67.1,5,18.9,4.3,7,1
2197,7.0,1,0,1995,190.0,5,18.12,46.0,4,0
2198,57.0,3,0,998,67.1,5,24.07,3.4,6,0
2199,40.1,1,0,2143,170.0,5,14.84,14.5,9,0
2200,56.0,3,0,796,47.3,5,24.7,2.1,9,1
2201,15.0,3,0,1197,85.8,5,18.6,3.65,10,1
2202,14.0,3,0,1199,82.5,5,18.2,3.0,8,1
2203,68.0,1,2,1396,90.0,5,23.0,3.95,13,1
2204,83.0,1,0,2496,163.2,5,11.9,6.75,10,0
2205,81.504,1,0,1364,87.2,5,21.43,6.53,9,1
2206,73.5,1,0,2982,168.5,7,13.0,22.0,7,1
2207,52.9,3,0,1598,103.52,5,14.3,4.75,9,0
2208,20.0,3,0,1198,86.8,5,16.5,5.99,5,0
2209,46.0,3,0,1198,73.9,5,16.47,3.05,11,1
2210,65.0,3,0,1198,73.9,5,16.47,2.4,12,1
2211,42.0,3,3,998,67.1,5,18.2,1.3,15,1
2212,36.681,1,0,1364,67.06,5,23.59,6.71,6,1
2213,67.0,1,2,2179,140.0,7,15.1,7.2,8,1
2214,18.0,3,0,1197,82.0,5,18.9,5.4,6,0
2215,56.409,1,0,1498,89.84,5,22.7,6.63,7,1
2216,65.263,0,0,1373,80.46,7,17.5,7.5,6,1
2217,20.3,3,0,1497,117.3,5,18.0,14.21,4,0
2218,45.008,3,0,1497,118.0,5,17.0,3.0,12,1
2219,21.799,3,0,998,67.04,5,23.1,5.11,5,1
2220,57.328,3,0,1598,103.6,5,15.04,3.39,11,1
2221,35.358,1,0,2755,171.5,7,11.36,22.99,5,0
2222,46.946,3,2,1197,80.0,5,18.5,2.35,13,1
2223,39.772,1,0,1248,73.94,5,23.2,2.85,10,1
2224,58.0,1,0,1968,174.33,5,17.68,18.5,8,0
2225,52.0,3,0,1598,102.57,5,13.24,5.99,8,1
2226,152.0,3,2,1799,130.0,5,13.5,3.0,14,1
2227,42.7,3,0,1199,84.0,5,23.84,3.6,6,1
2228,60.0,1,0,1968,147.51,5,16.55,24.0,8,0
2229,33.195,3,0,1197,85.8,5,19.1,6.26,7,1
2230,110.0,1,0,2755,174.5,7,14.24,13.7,12,1
2231,52.0,1,0,2143,203.2,5,15.26,35.0,6,0
2232,64.399,1,0,1396,90.0,5,21.9,5.02,7,1
2233,55.0,3,0,1197,81.8,5,21.5,3.1,7,1
2234,50.0,1,0,1598,103.6,5,20.54,5.5,10,1
2235,33.485,3,0,1197,85.8,5,19.1,3.59,8,1
2236,32.0,1,0,1248,91.7,5,20.4,4.65,7,1
2237,71.4,3,3,1497,118.0,5,17.0,3.8,13,1
2238,41.713,1,0,1582,126.2,5,19.67,12.5,6,1
2239,46.0,1,0,1498,98.6,5,25.6,12.9,5,1
2240,52.95,3,0,796,35.0,5,14.0,2.35,7,1
2241,29.5,3,0,1197,81.8,5,20.4,4.15,7,1
2242,63.888,1,0,2987,224.0,5,14.0,22.58,10,0
2243,60.0,3,0,796,47.3,5,24.7,2.65,6,1
2244,59.196,3,2,1196,70.0,5,15.6,2.25,12,1
2245,121.362,1,0,2393,147.8,7,13.68,16.0,6,1
2246,78.0,1,0,1995,177.0,5,18.48,19.5,9,0
2247,59.0,1,0,2199,194.3,7,13.01,21.0,7,0
2248,95.0,1,2,1995,190.0,5,22.48,17.5,10,0
2249,84.0,1,2,1399,68.0,5,17.8,2.41,12,1
2250,58.253,1,2,1364,74.0,5,23.59,4.45,10,1
2251,64.557,1,2,2179,187.7,5,12.7,29.93,8,0
2252,68.078,3,0,796,46.3,5,19.7,1.02,13,1
2253,149.706,1,0,2982,171.0,7,11.5,11.0,13,1
2255,25.984,3,0,1499,110.0,5,15.8,5.35,9,1
2256,15.544,3,0,1197,83.1,5,21.4,5.65,5,1
2257,34.0,1,0,1998,112.0,5,23.8,22.0,7,0
2258,24.0,3,0,1591,121.4,5,17.01,5.95,9,0
2259,95.0,1,3,1399,68.0,5,20.0,2.35,11,1
2260,52.0,1,2,1498,98.6,5,25.8,4.1,8,1
2261,135.0,1,0,1461,108.45,5,19.01,5.4,10,1
2262,39.0,1,0,1498,98.96,5,23.0,8.45,5,1
2263,45.306,1,2,2993,241.0,4,11.2,42.5,9,0
2264,140.0,1,0,2755,174.5,7,14.24,10.75,12,1
2265,55.0,2,2,1086,62.1,5,13.45,1.65,12,1
2266,67.415,1,0,2696,184.0,7,11.18,11.03,7,0
2267,25.562,3,0,998,67.04,5,23.1,3.5,6,1
2268,30.292,3,0,1197,81.83,5,18.6,6.3,6,1
2269,84.056,3,0,999,123.24,5,18.88,6.75,8,1
2270,62.691,1,0,1248,88.5,5,26.21,7.5,5,1
2271,87.0,1,0,1968,174.33,5,17.11,15.5,9,0
2272,52.513,3,0,1198,86.7,5,18.0,4.65,7,1
2273,43.983,3,0,1499,110.4,5,15.63,7.58,6,0
2274,90.121,3,0,998,67.1,5,20.92,2.2,9,1
2275,50.0,1,3,2967,241.38,5,16.77,21.0,11,0
2276,42.5,1,0,1968,167.7,5,18.33,5.25,11,0
2277,62.192,1,0,1248,74.0,5,28.4,5.22,6,1
2278,128.0,1,3,1461,65.0,5,19.2,2.0,11,1
2279,38.394,3,0,1462,103.25,5,21.56,9.18,4,1
2280,37.287,3,0,624,35.0,4,26.0,1.74,9,1
2281,60.0,3,0,1497,118.0,5,16.8,4.45,11,0
2282,39.419,3,0,1196,86.8,5,18.16,4.95,5,1
2283,55.0,1,0,1396,88.73,5,22.54,5.64,8,1
2284,7.0,3,0,1499,110.4,5,18.88,6.9,6,1
2285,85.0,1,0,1968,147.51,5,16.55,13.95,11,0
2286,51.0,1,2,1995,143.0,5,20.58,17.0,9,0
2287,90.0,1,2,2179,138.03,7,13.93,4.6,10,1
2288,105.0,1,2,2179,120.0,8,12.05,5.21,12,1
2289,36.458,3,0,1591,121.3,5,15.29,12.34,5,1
2290,109.0,3,0,1497,100.0,5,16.9,1.5,16,1
2291,49.0,1,0,1995,184.0,5,17.05,22.99,7,0
2293,45.0,1,0,2993,241.4,6,14.7,40.0,12,0
2294,68.0,3,3,796,46.3,5,19.7,1.2,14,1
2295,54.0,3,0,1197,80.0,5,19.2,2.9,11,0
2296,28.0,3,0,1999,149.92,5,14.62,13.9,6,0
2297,38.5,1,2,1248,88.5,5,28.09,7.85,6,1
2298,17.738,1,0,2993,258.0,5,15.3,54.45,6,0
2299,67.132,1,0,2499,78.0,9,13.58,4.75,10,1
2300,47.0,1,0,1498,108.5,5,20.64,3.25,11,1
2301,28.005,3,0,1497,117.3,5,17.8,7.1,7,1
2302,13.0,3,0,1197,81.8,5,20.4,4.65,5,1
2303,67.0,1,0,1968,138.1,5,19.33,5.0,10,1
2304,50.0,3,0,1197,81.83,5,18.6,4.95,7,1
2305,55.0,1,0,2179,140.0,7,15.1,9.8,8,1
2306,9.312,1,0,2987,258.0,5,18.0,78.8,3,0
2307,30.458,3,0,998,67.04,5,23.1,2.99,7,1
2308,46.0,3,0,1598,103.2,5,15.04,4.45,8,1
2309,50.0,3,2,624,37.48,4,23.9,0.75,11,1
2310,36.676,0,0,1197,81.86,5,25.0,5.0,6,1
2311,72.563,1,2,1498,98.59,5,22.77,5.0,8,1
2312,58.239,3,0,1999,149.92,5,14.62,9.69,7,0
2313,57.934,1,0,1248,73.74,8,18.2,5.5,7,1
2315,63.0,1,0,1498,88.8,5,20.14,5.11,7,1
2316,27.014,3,0,1198,75.0,5,16.25,2.19,10,1
2317,90.906,1,0,1598,103.6,5,20.54,4.25,10,1
2318,61.202,1,0,2696,184.0,7,11.18,14.5,9,0
2319,51.0,1,0,1461,83.14,5,19.87,5.65,8,1
2320,88.008,1,2,2755,174.5,7,12.9,22.5,6,0
2321,160.0,3,2,1794,125.0,5,11.3,1.5,18,0
2322,42.591,3,0,1197,78.9,5,20.36,3.2,10,1
2323,67.0,1,0,1396,90.0,5,23.0,4.5,10,1
2324,48.0,1,2,1498,98.6,5,25.8,4.5,8,1
2325,97.0,1,0,1582,126.32,5,22.32,8.0,8,0
2326,10.0,1,0,2143,136.0,5,17.9,28.9,4,0
2327,56.9,1,0,1498,88.8,5,20.14,4.1,7,1
2329,36.152,3,0,1197,83.1,5,21.4,7.22,5,0
2330,85.512,1,0,1248,74.0,5,22.9,5.8,8,1
2331,234.0,1,2,2489,95.0,8,14.0,3.5,9,1
2332,36.0,1,2,1498,89.84,5,22.7,6.35,9,1
2333,36.096,1,0,2179,140.0,7,15.1,8.85,7,1
2334,111.111,3,2,1199,79.4,5,18.6,2.0,12,1
2335,73.0,3,0,1591,121.3,5,17.01,5.5,10,1
2336,44.3,3,2,1197,82.0,5,18.9,2.3,8,1
2337,74.5,1,0,1461,108.45,5,19.01,7.95,8,1
2338,21.495,3,0,1197,81.86,5,19.1,6.16,6,1
2339,59.0,3,0,1197,78.9,5,20.36,2.85,10,1
2340,23.0,3,0,1991,183.0,5,13.7,25.0,6,0
2341,50.135,1,0,2148,170.0,5,15.8,10.36,14,1
2342,25.0,3,0,1991,183.0,5,15.04,26.0,6,0
2343,47.0,1,0,1582,126.32,5,22.32,4.35,9,1
