,Name,Manufacturer,Location,km_Driven,Fuel_Type,Owner_Type,Engine CC,Power(bhp),Seats,Mileage Km/L,Price,Brand,No of Years,Transmission_Manual
1911,Mahindra XUV500 W8 4WD,Mahindra,Pune,81.0,Diesel,First,2179,140.0,7,15.1,9.0,Mahindra,8,1
1912,Chevrolet Beat LT,Chevrolet,Kochi,83.381,Petrol,First,1199,79.4,5,18.6,2.21,Chevrolet,10,1
1913,Ford EcoSport 1.5 Diesel Titanium Plus,Ford,Kochi,78.526,Diesel,First,1498,98.96,5,23.0,8.09,Ford,5,1
1914,BMW 5 Series 2013-2017 530d M Sport,BMW,Coimbatore,27.313,Diesel,First,2993,258.0,5,14.69,48.63,BMW,5,0
1915,Audi Q5 30 TDI quattro Premium Plus,Audi,Coimbatore,42.747,Diesel,Second,1968,174.3,5,14.16,39.47,Audi,7,0
1916,BMW X1 sDrive 20d xLine,BMW,Coimbatore,42.265,Diesel,Second,1995,190.0,5,20.68,22.24,BMW,7,0
1917,Hyundai i10 Magna AT,Hyundai,Mumbai,21.0,Petrol,First,1197,80.0,5,19.2,2.6,Hyundai,13,0
1918,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Ahmedabad,55.1,Diesel,First,1582,126.2,5,17.01,12.0,Hyundai,6,0
1919,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Chennai,70.0,Diesel,First,1968,174.33,5,17.11,18.0,Audi,8,0
1921,Hyundai i10 Magna,Hyundai,Kolkata,58.235,Petrol,First,1197,78.9,5,20.36,2.45,Hyundai,10,1
1922,Ford EcoSport 1.5 Diesel Titanium,Ford,Mumbai,26.0,Diesel,First,1498,98.96,5,23.0,8.99,Ford,5,1
1923,Volkswagen Vento Diesel Highline,Volkswagen,Kolkata,35.0,Diesel,First,1598,103.6,5,20.54,3.15,Volkswagen,11,1
1924,Maruti Dzire ZDI Plus,Maruti,Jaipur,24.0,Diesel,First,1248,73.75,5,28.4,8.2,Maruti,5,1
1925,Mahindra Scorpio 1.99 S10,Mahindra,Ahmedabad,98.0,Diesel,First,1997,120.0,7,15.4,11.5,Mahindra,6,1
1926,Hyundai i20 Asta 1.4 CRDi,Hyundai,Coimbatore,44.487,Diesel,First,1396,88.73,5,22.54,7.3,Hyundai,6,1
1927,Maruti Alto LXi,Maruti,Chennai,65.0,Petrol,First,796,46.3,5,19.7,1.59,Maruti,14,1
1928,Hyundai i10 Magna,Hyundai,Delhi,34.951,Petrol,Second,1197,78.9,5,20.36,3.15,Hyundai,7,1
1929,Mahindra Scorpio S6 7 Seater,Mahindra,Kolkata,52.373,Diesel,Second,2179,120.0,7,15.4,8.5,Mahindra,7,1
1930,Skoda Fabia 1.2L Diesel Classic,Skoda,Hyderabad,66.285,Diesel,First,1199,75.0,5,19.5,3.0,Skoda,12,1
1931,BMW X5 xDrive 30d,BMW,Mumbai,66.0,Diesel,First,2993,258.0,5,15.3,21.0,BMW,10,0
1932,Honda Jazz 1.5 S i DTEC,Honda,Hyderabad,43.0,Diesel,First,1498,98.6,5,27.3,7.75,Honda,6,1
1933,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,MercedesBenz,Mumbai,45.2,Diesel,First,2148,170.0,5,10.0,23.0,Mercedes-Benz,9,0
1934,Mahindra XUV500 AT W10 FWD,Mahindra,Mumbai,41.0,Diesel,First,2179,140.0,7,16.0,13.75,Mahindra,6,0
1935,Honda City i VTEC CVT SV,Honda,Kochi,39.43,Petrol,First,1497,117.3,5,18.0,8.29,Honda,5,0
1936,Maruti Swift VDI,Maruti,Coimbatore,83.274,Diesel,First,1248,74.0,5,22.9,5.79,Maruti,8,1
1937,Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Coimbatore,32.324,Diesel,First,2143,170.0,5,14.84,30.5,Mercedes-Benz,5,0
1938,Honda City 1.5 S MT,Honda,Mumbai,49.999,Petrol,First,1497,118.0,5,17.0,3.8,Honda,11,1
1939,Tata Sumo EX,Tata,Bangalore,66.0,Diesel,First,2956,83.8,7,15.3,4.45,Tata,8,1
1940,Hyundai i20 Magna,Hyundai,Delhi,54.0,Petrol,First,1197,82.85,5,18.5,3.3,Hyundai,10,1
1941,Fiat Linea 1.3 Dynamic,Fiat,Jaipur,80.0,Diesel,Second,1248,91.2,5,20.4,1.75,Fiat,13,1
1942,Honda Civic 2006-2010 1.8 V AT,Honda,Bangalore,72.0,Petrol,Second,1799,130.0,5,12.9,5.5,Honda,11,0
1943,Hyundai Creta 1.6 SX Plus Diesel,Hyundai,Pune,44.865,Diesel,First,1582,126.2,5,19.67,13.35,Hyundai,5,1
1944,Audi A3 35 TDI Technology,Audi,Delhi,22.0,Diesel,Second,1968,143.0,5,20.38,22.5,Audi,5,0
1945,Hyundai Verna VTVT 1.6 SX Option,Hyundai,Delhi,57.478,Petrol,Second,1591,121.3,5,17.0,5.25,Hyundai,9,1
1946,Hyundai i20 1.4 CRDi Magna,Hyundai,Hyderabad,75.0,Diesel,First,1396,90.0,5,21.9,3.75,Hyundai,11,1
1947,Honda Mobilio S i DTEC,Honda,Kochi,50.624,Diesel,First,1498,98.6,7,24.2,6.32,Honda,7,1
1948,Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,Bangalore,75.0,Diesel,First,1582,126.32,5,22.32,7.75,Hyundai,4,0
1949,Ford Fiesta 1.6 ZXI Duratec,Ford,Chennai,87.0,Petrol,Second,1596,101.0,5,15.3,1.37,Ford,16,1
1950,Hyundai i10 Sportz 1.2,Hyundai,Mumbai,62.0,Petrol,First,1197,78.9,5,20.36,2.1,Hyundai,12,1
1951,Maruti Vitara Brezza ZDi,Maruti,Hyderabad,41.372,Diesel,First,1248,88.5,5,24.3,9.3,Maruti,6,1
1952,Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Ahmedabad,70.0,Diesel,First,2494,100.6,7,12.99,12.0,Toyota,7,1
1953,Mercedes-Benz GLA Class 200 d Sport,MercedesBenz,Pune,35.0,Diesel,First,2143,136.0,5,17.9,23.5,Mercedes-Benz,5,0
1954,Maruti Alto LXi BSIII,Maruti,Hyderabad,71.993,Petrol,First,796,46.3,5,19.7,1.8,Maruti,16,1
1955,Mercedes-Benz New C-Class C 220 CDI Elegance AT,MercedesBenz,Chennai,62.0,Diesel,Second,2143,170.0,5,14.84,12.5,Mercedes-Benz,9,0
1956,Maruti Swift LDI,Maruti,Delhi,51.0,Diesel,First,1248,74.0,5,22.9,4.74,Maruti,7,1
1957,Hyundai Grand i10 Sportz,Hyundai,Kochi,26.038,Petrol,First,1197,82.0,5,18.9,5.43,Hyundai,6,1
1958,Toyota Fortuner 4x4 AT,Toyota,Kochi,37.713,Diesel,Second,2982,168.5,7,12.55,31.62,Toyota,4,0
1959,Toyota Innova 2.0 GX 8 STR,Toyota,Kolkata,78.088,Petrol,First,1998,132.0,8,12.4,6.3,Toyota,11,1
1960,Ford EcoSport 1.5 TDCi Titanium,Ford,Kochi,30.453,Diesel,First,1498,98.59,5,22.77,8.45,Ford,5,1
1961,Ford Figo 1.2P Titanium MT,Ford,Pune,54.0,Petrol,First,1196,86.8,5,18.16,5.0,Ford,6,1
1962,Toyota Fortuner 3.0 Diesel,Toyota,Chennai,190.0,Diesel,First,2982,171.0,7,11.5,13.0,Toyota,11,1
1963,Maruti Swift Dzire VXI,Maruti,Hyderabad,65.097,Petrol,First,1197,85.8,5,19.1,4.7,Maruti,10,1
1965,Skoda Superb 1.8 TSI MT,Skoda,Pune,282.0,Petrol,First,1798,160.0,5,13.14,3.3,Skoda,10,1
1966,Maruti Wagon R LXI Minor,Maruti,Jaipur,111.0,Petrol,Second,1061,67.0,5,18.9,1.51,Maruti,13,1
1967,Renault Duster 110PS Diesel RxZ,Renault,Kochi,63.295,Diesel,First,1461,108.45,5,19.01,6.09,Renault,9,1
1968,Maruti Ciaz VXi Plus,Maruti,Mumbai,35.77,Petrol,First,1373,91.1,5,20.73,5.95,Maruti,7,1
1969,Hyundai Elantra CRDi SX,Hyundai,Hyderabad,125.928,Diesel,First,1582,126.24,5,22.7,9.0,Hyundai,10,1
1970,Skoda Rapid 1.5 TDI AT Elegance,Skoda,Kolkata,45.0,Diesel,First,1498,103.52,5,21.66,4.25,Skoda,7,0
1971,Mercedes-Benz New C-Class C 220 CDI Elegance AT,MercedesBenz,Hyderabad,21.0,Diesel,First,2143,170.0,5,14.84,23.5,Mercedes-Benz,9,0
1972,Honda Accord 2.4 A/T,Honda,Mumbai,54.774,Petrol,First,2354,177.6,5,11.7,6.35,Honda,11,0
1973,Maruti Celerio VXI,Maruti,Chennai,41.123,Petrol,First,998,67.04,5,23.1,3.4,Maruti,8,1
1975,BMW 3 Series 320d Sport,BMW,Chennai,48.0,Diesel,First,1995,190.0,5,22.69,21.6,BMW,8,0
1976,Volkswagen Vento Diesel Trendline,Volkswagen,Chennai,173.0,Diesel,First,1598,103.6,5,20.54,4.0,Volkswagen,11,1
1977,Maruti Swift Dzire Tour LDI,Maruti,Pune,12.0,Diesel,First,1248,74.0,5,23.4,5.5,Maruti,4,1
1978,Land Rover Freelander 2 SE,Land,Mumbai,34.0,Diesel,First,2179,147.51,5,12.39,19.25,Land,10,0
1979,Hyundai i20 1.4 CRDi Magna,Hyundai,Hyderabad,71.36,Diesel,First,1396,90.0,5,21.9,3.95,Hyundai,10,1
1980,Maruti Dzire VDI,Maruti,Mumbai,74.0,Diesel,Second,1248,73.75,5,28.4,4.25,Maruti,10,1
1981,Jeep Compass 2.0 Longitude,Jeep,Kochi,28.937,Diesel,First,1956,170.0,5,17.1,17.02,Jeep,4,1
1982,Maruti Ertiga VDI,Maruti,Hyderabad,82.085,Diesel,First,1248,88.76,7,20.77,6.5,Maruti,10,1
1983,Ford Figo Petrol ZXI,Ford,Bangalore,68.465,Petrol,First,1196,70.0,5,15.6,2.95,Ford,11,1
1984,Toyota Corolla Altis 1.4 DG,Toyota,Coimbatore,63.854,Diesel,First,1364,86.79,5,21.43,7.12,Toyota,9,1
1985,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,Chennai,3.0,Diesel,First,1248,88.5,5,24.3,11.25,Maruti,4,0
1986,Honda City 1.5 S MT,Honda,Delhi,65.055,Petrol,First,1497,118.0,5,17.0,2.75,Honda,13,1
1987,Mahindra Scorpio S10 4WD,Mahindra,Hyderabad,120.0,Diesel,First,2179,120.0,7,15.4,12.0,Mahindra,7,1
1988,Hyundai Xcent 1.2 VTVT SX,Hyundai,Mumbai,64.241,Petrol,First,1197,81.86,5,20.14,3.67,Hyundai,8,1
1989,Mercedes-Benz E-Class 220 CDI,MercedesBenz,Pune,121.0,Diesel,First,2148,74.0,5,15.0,5.0,Mercedes-Benz,21,1
1990,Mahindra Renault Logan 1.4 GLX Petrol,Mahindra,Pune,2.2,Petrol,First,1390,75.0,5,15.7,2.3,Mahindra,14,1
1991,Skoda Octavia 1.9 TDI,Skoda,Pune,88.123,Diesel,First,1896,66.0,5,18.7,2.2,Skoda,14,1
1992,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Pune,79.0,Diesel,First,2987,224.0,7,12.0,41.0,Mercedes-Benz,8,0
1993,BMW X1 sDrive 20d xLine,BMW,Bangalore,28.143,Diesel,First,1995,190.0,5,20.68,28.5,BMW,6,0
1994,Volkswagen Vento 2013-2015 1.6 Comfortline,Volkswagen,Mumbai,23.001,Petrol,First,1598,103.2,5,15.04,5.49,Volkswagen,7,1
1995,Audi A4 2.0 TDI,Audi,Ahmedabad,82.002,Diesel,Second,1968,147.51,5,16.55,17.5,Audi,9,0
1996,Ford Ikon 1.4 TDCi DuraTorq,Ford,Bangalore,75.0,Diesel,First,1399,68.0,5,13.8,1.99,Ford,13,1
1997,Hyundai Verna 1.6 CRDi EX MT,Hyundai,Kochi,37.451,Diesel,First,1582,126.3,5,22.32,6.64,Hyundai,6,1
1998,Toyota Innova Crysta 2.4 VX MT,Toyota,Hyderabad,67.0,Diesel,First,2393,147.8,7,13.68,16.5,Toyota,5,1
1999,Hyundai Grand i10 Asta Option,Hyundai,Pune,25.0,Petrol,First,1197,82.0,5,18.9,5.0,Hyundai,6,1
2000,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,Mumbai,12.0,Petrol,First,1198,73.75,5,17.0,5.4,Volkswagen,5,1
2001,Renault KWID RXT,Renault,Kolkata,25.0,Petrol,First,799,53.3,5,25.17,2.99,Renault,5,1
2002,Honda City 1.5 S MT,Honda,Jaipur,95.936,Petrol,First,1497,118.0,5,17.0,4.1,Honda,11,1
2003,Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,Kochi,5.354,Petrol,First,1197,81.86,5,18.9,6.76,Hyundai,4,0
2004,Volkswagen Polo 1.0 MPI Comfortline,Volkswagen,Chennai,42.0,Petrol,Second,999,75.0,5,18.78,5.5,Volkswagen,6,1
2005,Maruti Swift VDI BSIV,Maruti,Coimbatore,44.282,Diesel,First,1248,74.0,5,25.2,5.99,Maruti,8,1
2006,Nissan Sunny 2011-2014 Diesel XV,Nissan,Delhi,70.0,Diesel,First,1461,84.8,5,21.64,2.59,Nissan,10,1
2007,Jaguar XF 2.2 Litre Luxury,Jaguar,Mumbai,31.4,Diesel,First,2179,187.7,5,16.36,26.75,Jaguar,9,0
2008,Maruti Ciaz ZDi SHVS,Maruti,Pune,50.0,Diesel,First,1248,88.5,5,28.09,8.5,Maruti,6,1
2009,Audi Q5 2008-2012 2.0 TDI,Audi,Bangalore,53.0,Diesel,First,1968,167.6,5,12.8,23.0,Audi,11,0
2010,Ford Figo Petrol ZXI,Ford,Pune,21.727,Petrol,First,1196,70.02,5,15.6,3.35,Ford,8,1
2011,Hyundai Santa Fe 4x4 AT,Hyundai,Bangalore,43.0,Diesel,Second,2199,194.3,7,11.72,10.75,Hyundai,10,0
2012,Mahindra Scorpio VLX 2WD AIRBAG BSIV,Mahindra,Kolkata,75.0,Diesel,First,2179,120.0,8,12.05,6.29,Mahindra,9,1
2013,Renault Duster 110PS Diesel RxL,Renault,Bangalore,73.557,Diesel,First,1461,108.45,5,19.6,7.75,Renault,8,1
2014,Audi A4 New 2.0 TDI Multitronic,Audi,Delhi,44.555,Diesel,First,1968,140.8,5,15.2,13.5,Audi,10,0
2015,Maruti Eeco 7 Seater Standard,Maruti,Coimbatore,54.885,Petrol,First,1196,73.0,7,15.1,3.75,Maruti,9,1
2016,Mahindra Xylo E4,Mahindra,Mumbai,76.0,Diesel,Second,2498,112.0,7,14.0,3.75,Mahindra,11,1
2017,Maruti Wagon R LXI,Maruti,Jaipur,101.0,Petrol,Second,998,67.1,5,18.9,1.5,Maruti,16,1
2018,Maruti Wagon R LXI BSIII,Maruti,Chennai,66.0,Petrol,First,1061,64.0,5,14.0,1.45,Maruti,17,1
2019,Maruti SX4 ZXI MT BSIV,Maruti,Coimbatore,84.36,Petrol,First,1586,103.3,5,15.5,4.12,Maruti,9,1
2020,Toyota Innova Crysta 2.4 VX MT,Toyota,Mumbai,25.121,Diesel,First,2393,147.8,7,13.68,17.11,Toyota,6,1
2021,Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Pune,100.0,Diesel,Second,2494,100.6,7,12.99,10.25,Toyota,7,1
2022,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,Kolkata,66.035,Diesel,First,1199,73.9,5,22.07,2.49,Volkswagen,11,1
2023,Toyota Etios G,Toyota,Pune,190.0,Petrol,Second,1496,88.73,5,16.78,3.85,Toyota,7,1
2024,Ford Ecosport 1.5 DV5 MT Titanium,Ford,Hyderabad,85.67,Diesel,First,1498,89.84,5,22.7,6.25,Ford,8,1
2025,Hyundai Grand i10 CRDi Magna,Hyundai,Hyderabad,35.0,Diesel,First,1120,70.0,5,24.0,4.88,Hyundai,7,1
2026,Honda City i VTEC CVT SV,Honda,Mumbai,8.0,Petrol,First,1497,117.3,5,18.0,9.45,Honda,6,0
2027,Toyota Innova 2.5 G3,Toyota,Hyderabad,162.0,Diesel,Second,2494,102.0,8,12.8,4.8,Toyota,15,1
2028,Hyundai EON Era Plus,Hyundai,Kolkata,60.0,Petrol,First,814,55.2,5,21.1,1.99,Hyundai,10,1
2029,Hyundai i10 Magna 1.2,Hyundai,Hyderabad,70.6,Petrol,First,1197,78.9,5,20.36,2.8,Hyundai,12,1
2030,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,MercedesBenz,Bangalore,25.0,Petrol,Second,1796,185.0,5,12.3,22.0,Mercedes-Benz,11,0
2031,Mahindra Bolero SLE,Mahindra,Hyderabad,75.0,Diesel,First,2523,62.1,7,15.96,4.3,Mahindra,10,1
2032,Skoda Laura Ambition 2.0 TDI CR AT,Skoda,Coimbatore,85.071,Diesel,First,1968,138.1,5,20.0,9.75,Skoda,8,0
2033,Maruti Swift ZXI,Maruti,Ahmedabad,40.0,Petrol,First,1197,81.8,5,20.4,5.9,Maruti,7,1
2034,Audi A4 2.0 TDI,Audi,Delhi,67.0,Diesel,First,1968,147.51,5,16.55,14.5,Audi,9,0
2035,Ford Fiesta 1.4 SXi TDCi ABS,Ford,Hyderabad,55.0,Diesel,Second,1399,68.0,5,17.8,2.4,Ford,13,1
2036,Maruti SX4 Vxi BSIII,Maruti,Mumbai,62.0,Petrol,Second,1586,104.68,5,15.0,2.11,Maruti,14,1
2037,Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,22.526,Petrol,First,1197,82.0,5,18.9,7.6,Hyundai,5,0
2038,Maruti Ritz AT,Maruti,Hyderabad,57.788,Petrol,First,1197,85.8,5,17.16,3.6,Maruti,10,0
2039,Mahindra Scorpio 2.6 CRDe,Mahindra,Jaipur,72.0,Diesel,First,2179,120.0,8,10.5,6.0,Mahindra,9,1
2040,Mahindra Scorpio S4 7 Seater,Mahindra,Mumbai,83.128,Diesel,First,2179,120.0,7,15.4,7.45,Mahindra,8,1
2041,Maruti Alto LXi,Maruti,Chennai,75.0,Petrol,First,796,46.3,5,19.7,2.1,Maruti,11,1
2042,Renault Duster 110PS Diesel RxZ,Renault,Ahmedabad,58.0,Diesel,Second,1461,108.45,5,19.01,5.2,Renault,9,1
2044,Maruti Ignis 1.2 Alpha,Maruti,Mumbai,1.0,Petrol,First,1197,81.8,5,20.89,6.36,Maruti,5,1
2045,Toyota Innova 2.5 ZX Diesel 7 Seater,Toyota,Kochi,59.751,Diesel,First,2494,100.6,7,12.99,11.62,Toyota,7,1
2046,BMW 7 Series 730Ld Eminence,BMW,Kochi,29.966,Diesel,Second,2993,261.49,5,16.77,43.6,BMW,7,0
2047,Hyundai Sonata Embera 2.0L CRDi MT,Hyundai,Kolkata,65.0,Diesel,Second,1991,142.0,5,13.6,4.9,Hyundai,13,1
2048,Renault Duster Adventure Edition,Renault,Kochi,75.863,Diesel,First,1461,108.45,5,19.01,6.7,Renault,7,1
2050,Audi A4 2.0 TDI 177 Bhp Technology Edition,Audi,Bangalore,24.0,Diesel,First,1968,174.33,5,17.11,25.0,Audi,8,0
2051,Jeep Compass 2.0 Longitude,Jeep,Coimbatore,33.218,Diesel,First,1956,170.0,5,17.1,19.05,Jeep,4,1
2052,Hyundai Verna 1.4 VTVT,Hyundai,Kolkata,33.425,Petrol,First,1396,105.5,5,17.43,4.5,Hyundai,7,1
2053,Honda Amaze VX i-Vtech,Honda,Pune,47.0,Petrol,First,1198,86.7,5,18.0,4.15,Honda,9,1
2054,Hyundai Creta 1.6 CRDi SX Option,Hyundai,Chennai,41.0,Diesel,First,1582,126.2,5,19.67,11.9,Hyundai,7,1
2055,Hyundai i10 Magna 1.1,Hyundai,Delhi,62.0,Petrol,First,1086,68.05,5,19.81,2.1,Hyundai,11,1
2056,Mahindra TUV 300 T8,Mahindra,Delhi,47.035,Diesel,First,1493,100.0,7,18.49,6.95,Mahindra,6,1
2057,Maruti Swift Dzire VXi,Maruti,Pune,56.23,Petrol,Second,1298,85.8,5,17.5,2.4,Maruti,14,1
2058,Hyundai Accent GLE 1,Hyundai,Chennai,55.0,Petrol,First,1495,94.0,5,13.2,2.65,Hyundai,15,1
2059,Mahindra XUV500 W8 2WD,Mahindra,Jaipur,70.669,Diesel,First,2179,140.0,7,15.1,9.0,Mahindra,8,1
2060,Maruti Alto K10 2010-2014 VXI,Maruti,Pune,69.0,Petrol,First,998,67.1,5,20.92,2.1,Maruti,10,1
2061,Chevrolet Beat LT,Chevrolet,Pune,65.0,Petrol,Second,1199,79.4,5,18.6,2.5,Chevrolet,11,1
2062,Audi A6 2.7 TDI,Audi,Mumbai,30.0,Diesel,First,2698,179.5,5,12.4,8.95,Audi,13,0
2063,Mini Cooper 5 DOOR D,Mini,Hyderabad,2.0,Diesel,First,1496,113.98,5,20.7,34.0,Mini,5,0
2064,Tata Zest Revotron 1.2T XMS,Tata,Chennai,40.0,Petrol,First,1193,88.7,5,17.57,4.0,Tata,7,1
2065,Honda City i DTEC SV,Honda,Kolkata,40.0,Diesel,First,1498,98.6,5,26.0,4.45,Honda,8,1
2066,Chevrolet Beat LT,Chevrolet,Jaipur,26.0,Petrol,First,1199,79.4,5,18.6,1.5,Chevrolet,12,1
2067,Audi A4 2.0 TDI Multitronic,Audi,Jaipur,105.0,Diesel,Second,1968,140.0,5,16.55,14.5,Audi,11,0
2068,Ford Aspire Titanium Plus Diesel,Ford,Kolkata,2.8,Diesel,First,1498,99.0,5,26.1,8.41,Ford,7,1
2069,Hyundai Verna SX CRDi AT,Hyundai,Mumbai,71.0,Diesel,Second,1582,126.32,5,19.08,5.45,Hyundai,8,0
2070,Honda City i VTEC CVT VX,Honda,Mumbai,32.896,Petrol,First,1497,117.3,5,18.0,8.9,Honda,7,0
2071,Hyundai i10 Sportz 1.2,Hyundai,Hyderabad,45.0,Petrol,First,1197,78.9,5,20.36,3.65,Hyundai,10,1
2072,BMW X3 xDrive20d Expedition,BMW,Bangalore,65.0,Diesel,Second,1995,190.0,5,18.56,29.0,BMW,7,0
2073,Audi A4 2.0 TDI,Audi,Mumbai,45.2,Diesel,First,1968,147.51,5,16.55,13.5,Audi,9,0
2074,Honda CR-V 2.4 AT,Honda,Hyderabad,82.167,Petrol,First,2354,152.0,5,10.1,5.4,Honda,14,0
2075,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Coimbatore,37.429,Petrol,First,1197,81.86,5,18.9,5.89,Hyundai,6,1
2076,Maruti Ciaz ZDi Plus SHVS,Maruti,Hyderabad,46.0,Diesel,First,1248,88.5,5,28.09,8.45,Maruti,6,1
2077,Honda City i-VTEC V,Honda,Delhi,67.031,Petrol,First,1497,117.3,5,17.4,4.0,Honda,11,1
2079,Maruti Celerio VXI AMT,Maruti,Mumbai,47.691,Petrol,First,998,67.04,5,23.1,3.94,Maruti,6,0
2080,Renault Koleos 2.0 Diesel,Renault,Jaipur,32.531,Diesel,Second,1995,148.0,5,13.73,8.0,Renault,11,0
2081,Ford Figo Diesel ZXI,Ford,Hyderabad,71.336,Diesel,First,1399,68.0,5,20.0,4.1,Ford,9,1
2082,Toyota Innova 2.5 V Diesel 7-seater,Toyota,Chennai,196.0,Diesel,First,2494,102.0,7,12.8,6.25,Toyota,16,1
2083,Maruti Dzire VDI,Maruti,Kolkata,28.193,Diesel,First,1248,73.75,5,28.4,5.25,Maruti,7,1
2085,Mercedes-Benz E-Class E 220 d,MercedesBenz,Hyderabad,85.0,Diesel,First,1950,194.0,5,16.1,21.0,Mercedes-Benz,9,0
2086,Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,Ahmedabad,20.78,Petrol,First,1197,81.86,5,18.9,4.3,Hyundai,7,1
2087,Honda Mobilio S i VTEC,Honda,Mumbai,43.081,Petrol,First,1497,117.3,7,17.3,5.25,Honda,8,1
2089,Mahindra Quanto C8,Mahindra,Kolkata,36.0,Diesel,First,1493,100.0,7,17.21,3.9,Mahindra,9,1
2090,Toyota Corolla H5,Toyota,Mumbai,67.0,Petrol,Third,1794,125.0,5,13.4,2.2,Toyota,15,1
2091,Mahindra KUV 100 mFALCON D75 K4,Mahindra,Mumbai,34.079,Diesel,First,1198,77.0,6,25.32,3.7,Mahindra,6,1
2092,BMW 3 Series 2005-2011 325i Sedan,BMW,Coimbatore,77.849,Petrol,Second,2497,215.0,5,10.9,11.27,BMW,12,0
2093,Maruti Alto 800 LXI,Maruti,Jaipur,86.0,Petrol,First,796,47.3,5,22.74,2.41,Maruti,9,1
2094,Audi Q3 35 TDI Quattro Premium,Audi,Pune,110.0,Diesel,First,1968,174.33,5,15.73,19.0,Audi,7,0
2095,Toyota Etios GD,Toyota,Hyderabad,116.0,Diesel,Second,1364,67.05,5,23.59,5.8,Toyota,7,1
2096,Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,41.84,Diesel,First,2179,140.0,7,15.1,13.52,Mahindra,6,1
2097,Toyota Fortuner 4x2 MT TRD Sportivo,Toyota,Hyderabad,19.317,Diesel,First,2982,168.7,7,13.0,24.5,Toyota,7,1
2098,Tata Indigo CS Emax CNG GLX,Tata,Pune,41.0,CNG,First,1193,55.23,5,24.6,3.25,Tata,8,1
2099,Mercedes-Benz GLE 250d,MercedesBenz,Kochi,25.601,Diesel,First,2143,201.15,5,17.9,56.73,Mercedes-Benz,5,0
2100,Hyundai Creta 1.6 CRDi SX,Hyundai,Jaipur,83.95,Diesel,First,1582,126.2,5,19.67,9.95,Hyundai,7,1
2101,Honda City 1.5 V AT,Honda,Pune,60.0,Petrol,First,1497,118.0,5,16.8,5.5,Honda,10,0
2102,Audi A4 35 TDI Premium,Audi,Hyderabad,50.0,Diesel,First,1968,174.33,5,17.11,25.0,Audi,7,0
2103,Maruti Zen VXI,Maruti,Kolkata,37.0,Petrol,First,993,60.0,5,17.3,1.0,Maruti,13,1
2104,Maruti Alto LXi,Maruti,Hyderabad,76.976,Petrol,Second,796,46.3,5,19.7,2.15,Maruti,11,1
2105,Maruti Baleno Delta Automatic,Maruti,Kochi,21.684,Petrol,First,1197,83.1,5,21.4,7.89,Maruti,4,0
2106,Mahindra XUV500 W10 2WD,Mahindra,Delhi,62.0,Diesel,First,2179,140.0,7,16.0,10.25,Mahindra,7,1
2107,Ford Freestyle Titanium Petrol,Ford,Mumbai,1.261,Petrol,First,1194,94.68,5,19.0,6.0,Ford,15,1
2108,Hyundai Elite i20 Asta Option,Hyundai,Coimbatore,59.45,Petrol,First,1197,81.86,5,18.6,7.53,Hyundai,5,1
2109,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,MercedesBenz,Coimbatore,24.465,Diesel,First,2143,167.62,5,19.27,39.45,Mercedes-Benz,4,0
2110,Honda City i VTEC SV,Honda,Delhi,55.0,Petrol,First,1497,117.3,5,17.8,5.84,Honda,8,1
2111,Ford EcoSport 1.5 Ti VCT MT Titanium BE,Ford,Mumbai,2.0,Petrol,First,1499,110.4,5,18.88,8.65,Ford,5,1
2112,Maruti Baleno Alpha 1.2,Maruti,Kochi,25.04,Petrol,First,1197,83.1,5,21.4,7.74,Maruti,5,1
2113,Hyundai i10 Sportz,Hyundai,Bangalore,84.0,Petrol,First,1197,78.9,5,20.36,2.5,Hyundai,14,1
2114,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Pune,170.428,Diesel,Second,2494,102.0,8,12.8,5.7,Toyota,15,1
2115,Maruti Baleno Delta,Maruti,Mumbai,12.573,Petrol,First,1197,83.1,5,21.4,5.8,Maruti,6,1
2116,Audi Q7 3.0 TDI Quattro Technology,Audi,Hyderabad,88.0,Diesel,First,2967,241.4,7,12.07,36.5,Audi,10,0
2117,Hyundai Santa Fe 2WD AT,Hyundai,Delhi,86.0,Diesel,Second,2199,194.3,7,13.01,9.5,Hyundai,10,0
2119,Honda City 1.5 V MT Exclusive,Honda,Mumbai,45.0,Petrol,First,1497,118.0,5,17.0,4.55,Honda,9,1
